Make,Model,Price,Year,Ran,Engine Type,Transmission,Location,Province,Seller,Title
toyota,proace,18400,2020 ,93679.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 airco | cruise | 3-zi
toyota,proace,18900,2020 ,102633.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 airco | cruise | park
mercedes,sprinter,10950,2012 ,180866.0,Diesel ,Handgeschakeld ,Genderen,Noord-Brabant,AB Automobielen,mercedes-benz sprinter 313 2.2 cdi 366 functional
ford,transit,13900,2017 ,125901.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,ford transit connect 1.5tdci 100pk l1h1 euro6 *rijklaar* air
suzuki,jx,13294,2014 ,79851.0,Benzine ,Handgeschakeld ,Enter,Overijssel,Rudy Van De Ven Auto's,suzuki jimny 1.3 jx 4wd airco stoelverwarming
opel,vivaro,14900,2018 ,177521.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,opel vivaro bestelbus 1.6cdti 125pk sport ecoflex | blauw
mercedes,sprinter,28700,2018 ,179308.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,mercedes-benz sprinter laadklep 314cdi bakwagen+laadklep |
ford,focus,23000,2003 ,97000.0,Benzine ,Handgeschakeld ,"Zoersel, BE",In every province,MaximV,ford focus rs mk1
opel,corsa,7995,2010 ,147897.0,Benzine ,Handgeschakeld ,Genderen,Noord-Brabant,AB Automobielen,opel corsa 1.6-16v turbo opc zeer nette auto !
renault,trafic,14400,2018 ,179088.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,renault trafic bestelbus 1.6cdti 125pk lang | airco |
volvo,xc90,46900,2016 ,153500.0,Benzine ,Automaat ,Barendrecht,Zuid-Holland,Oun,volvo xc90 2.0 t8 twin engine awd inscription | luchtvering
ford,transit,22700,2018 ,38630.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.0tdci 130pk l3h2 | wit
peugeot,expert,11700,2016 ,158539.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,peugeot expert bestelbus 1.6 bluehdi 95 pro | airco | cruise
renault,master,15700,nan,158539.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH VANS,20x renault master gebruikt en nieuw! airco navi cruise
opel,h1,10800,2017 ,73521.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Action Lease,opel combo l1 h1 2017 €156 per maand
aixam,crossover,16699,2023 ,1.0,Diesel ,Automaat ,Beek,Limburg,Garage Kaal & Buunk - Aixam,nieuwe 2023 model van aixam / crossover suv hoge instap
volkswagen,tiguan,8995,2008 ,194489.0,Benzine ,Handgeschakeld ,Genderen,Noord-Brabant,AB Automobielen,volkswagen tiguan 1.4 tsi 4motion r-line
renault,trafic,14400,2018 ,179088.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,renault trafic bestelbus 1.6cdti 125pk lang | airco |
volkswagen,transporter,7995,2012 ,238235.0,Diesel ,Handgeschakeld ,Genderen,Noord-Brabant,AB Automobielen,volkswagen transporter 2.0 tdi l2h1 baseline
opel,vivaro,14900,2018 ,177521.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,opel vivaro bestelbus 1.6cdti 125pk sport ecoflex | blauw
volkswagen,tiguan,8950,2010 ,314784.0,Diesel ,Automaat ,Genderen,Noord-Brabant,AB Automobielen,volkswagen tiguan 2.0 tdi sport&style 4motion automaat/ pano
mercedes,sprinter,28700,2018 ,179308.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,mercedes-benz sprinter laadklep 314cdi bakwagen+laadklep |
audi,a1,11995,2014 ,157575.0,Benzine ,Handgeschakeld ,Genderen,Noord-Brabant,AB Automobielen,audi a1 sportback 1.2 tfsi s-line led/ xenon !
mercedes,vito,5450,2009 ,402002.0,Diesel ,Automaat ,Genderen,Noord-Brabant,AB Automobielen,mercedes-benz vito 111 cdi 320 lang dc luxe
ford,transit,22700,2018 ,38630.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.0tdci 130pk l3h2 | wit
renault,trafic,17600,2018 ,69818.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,renault trafic bestelbus 1.6dci 120pk lang edition+ | wit
volkswagen,arteon,29995,2018 ,101418.0,Diesel ,Automaat ,Genderen,Noord-Brabant,AB Automobielen,volkswagen arteon 2.0 tdi r-line camera/ panorama
volkswagen,up!,6950,2012 ,156755.0,Benzine ,Handgeschakeld ,Genderen,Noord-Brabant,AB Automobielen,volkswagen up! 1.0 move up! panorama/ stoel verw/ cruise con
mercedes,vito,27700,2021 ,29157.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,mercedes-benz vito bestelbus lang exclusive | led |
citroën,jumpy,32900,2021 ,23108.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Finalease.nl,citroën jumpy 2.0 bluehdi l3h1 2021 dc airco cruise €534pm
mercedes,sprinter,14700,2012 ,230520.0,Diesel ,Automaat ,Barneveld,Gelderland,DUTCH Vans,mercedes-benz sprinter bestelbus 319 3.0v6 cdi automaat l2h2
bmw,80,69995,2022 ,17500.0,Elektrisch ,Automaat ,Bennekom,Gelderland,Autobedrijf Westri,bmw i4 edrive40 high executive 80 kwh | m-pakket | hud | 360
mini,cooper,4400,2007 ,189500.0,Benzine ,Handgeschakeld ,Assendelft,Noord-Holland,van Dam,"mini cooper pano, xenon, 1/2 leder, climate & cruise control"
volkswagen,crafter,28700,2019 ,90412.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,volkswagen crafter bestelbus 2.0tdi 140pk l3h3 | 3000kg
volkswagen,golf,38995,2019 ,44634.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,volkswagen golf 2.0 tsi gti tcr | uniek model
volkswagen,polo,17995,2018 ,82100.0,Benzine ,Handgeschakeld ,Almere,Flevoland,KHAN Premium Automotive,volkswagen polo 1.0 comfortline |stoelverwarming|park. senso
audi,a4,42495,2021 ,19041.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,audi a4 avant 40 tfsi business edition |camera|virtual cockp
mercedes,sprinter,25499,2017 ,163800.0,Diesel ,Handgeschakeld ,Zaandam,Noord-Holland,sadour vervoer,mercedes-benz sprinter 2.1 cdi 105kw 2017 wit
bmw,i8,92495,2018 ,41241.0,Hybride Elektrisch/Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,bmw i8 1.5 |zeldzame uitvoering|hybride|head up display
mini,cooper,29995,2019 ,53181.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,mini cooper s 2.0 john cooper works |leder|navi
renault,trafic,17600,2018 ,69818.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,renault trafic bestelbus 1.6dci 120pk lang edition+ | wit
audi,a1,17995,2018 ,14672.0,Benzine ,Handgeschakeld ,Almere,Flevoland,KHAN Premium Automotive,audi a1 sportback 1.0 tfsi sport s line edition | nette uitv
bmw,x4,42495,2017 ,102091.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,bmw x4 m40i high executive| |head up|navi|cruise|memory seat
volkswagen,golf,31995,2018 ,75279.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,volkswagen golf 2.0 tsi gti performance |pano|memory seat
mercedes,200,33995,2018 ,110254.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,mercedes-benz a-klasse 200 premium plus |voor/achter camera|
opel,movano,19700,2015 ,155208.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,opel movano laadklep 2.3cdti 135pk bakwagen+laadklep | wit
mercedes,300,67995,2022 ,16103.0,Elektrisch ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,mercedes-benz eqb 300 4 matic luxury line park. camera|410km
ford,kuga,16995,2013 ,98562.0,Benzine ,Handgeschakeld ,Almere,Flevoland,KHAN Premium Automotive,ford kuga 1.6 titanium | stoelverwarming| cruise control| la
audi,e-tron,54995,2019 ,74710.0,Elektrisch ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,audi e-tron e-tron 55 quattro advanced pro line plus 95 kwh
hyundai ,kona,31995,2020 ,39168.0,Elektrisch ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,hyundai kona ev comfort smart 39 kwh | subsidie teruggave |
seat,leon,8750,2014 ,158355.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Finalease.nl,seat leon 1.6 tdi style business ecomotive marge pdc €168pm
renault,master,34508,2019 ,134779.0,Diesel ,Handgeschakeld ,IJsselstein,Utrecht,DTC Lease,"renault master | bestelwagen| occasions| v.a. €345,08 p.m."
opel,astra,7495,2015 ,132064.0,Diesel ,Handgeschakeld ,Almere,Flevoland,KHAN Premium Automotive,opel astra sports tourer 1.6 cdti blitz |navi|actie|
audi,q3,42995,2019 ,35340.0,Benzine ,Handgeschakeld ,Almere,Flevoland,KHAN Premium Automotive,audi q3 35 tfsi advanced pro line plus |pano|achteruitrijcam
mercedes,500,51995,2017 ,110000.0,Hybride Elektrisch/Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,mercedes-benz gle-klasse 500 e 4matic amg sport edition |sto
mercedes,sprinter,25499,2017 ,163800.0,Diesel ,Handgeschakeld ,Zaandam,Noord-Holland,sadour vervoer,mercedes-benz sprinter 2.1 cdi 105kw 2017 wit
bmw,x1,27995,2019 ,42114.0,Benzine ,Handgeschakeld ,Almere,Flevoland,KHAN Premium Automotive,bmw x1 sdrive18i executive | park. sensoren| stoelverwarming
volvo,v40,12995,2016 ,100662.0,Diesel ,Handgeschakeld ,Almere,Flevoland,KHAN Premium Automotive,volvo v40 2.0 d2 nordic+ |park. camera|navi
volkswagen,polo,22495,2018 ,56080.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,volkswagen polo 1.0 tsi comfortline business |pano|luxe velg
renault,master,12700,2016 ,265107.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,renault master bestelbus 2.3dci 165pk l3h2 maxi dubbel lucht
volkswagen,golf,49995,2021 ,15134.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,volkswagen golf 2.0 gti clubsport |carplay|navi|pano
volkswagen,golf,64995,2021 ,33657.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,volkswagen golf 2.0 tsi 4motion r | pano| akra| elek. stoele
volkswagen,golf,41495,2018 ,77013.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,volkswagen golf 2.0 tsi 4motion r |akrapovic|pano|keyless|fu
volvo,v60,42995,2021 ,5505.0,Hybride Elektrisch/Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,volvo v60 2.0 b4 mild-hybrid |btw auto|full option
bmw,m6,64995,2015 ,62713.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,bmw 6-serie cabrio m6 |soft close| head-up display
volkswagen,caddy,12700,2016 ,217862.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,volkswagen caddy bestelbus 2.0tdi exclusive | grijs
mercedes,glb,63995,2021 ,10071.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,mercedes-benz glb 250 amg line | pano | sfeerverlichting | n
volkswagen,polo,20995,2018 ,95961.0,Benzine ,Automaat ,Almere,Flevoland,KHAN Premium Automotive,volkswagen polo 1.0 tsi highline |luxe velgen|stoelverwarmin
seat,ibiza,8395,2014 ,74691.0,Benzine ,Handgeschakeld ,Tilburg,Noord-Brabant,Car-4-You B.V.,seat ibiza 1.2 style/airco/apk
ford,transit,20700,2018 ,54953.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.0tdci 130pk l3h2 | wit
ford,transit,275,2017 ,19648.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit connect |
mini,cooper,5750,2008 ,140992.0,Benzine ,Handgeschakeld ,Dongen,Noord-Brabant,Kees Geerts Auto's,mini cooper 1.6 s bj.2008 / super mooi!
nissan,xe,17250,2013 ,139170.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Finalease.nl,nissan navara 2.5 dci xe 191pk airco cruise nav trekh €341pm
renault,trafic,22900,2020 ,60211.0,Diesel ,Automaat ,Langerak,Drenthe,Van der Wal Vans,renault trafic 2.0dci 145pk automaat l1h1 euro6 airco | xeno
volvo,xc90,44995,2016 ,149899.0,Hybride Elektrisch/Benzine ,Automaat ,Katwijk,Noord-Brabant,Milan Automotive,volvo xc90 2.0 t8 twin engine awd inscription polestar pano
aixam,crossline,6950,2008 ,10000.0,Diesel ,Automaat ,Zevenaar,Gelderland,De Minicar Specialist Zevenaar,aixam crossline brommobiel | garantie | beurt | thuisbezorgd
volkswagen,polo,20999,2019 ,49976.0,Benzine ,Automaat ,Katwijk,Noord-Brabant,Milan Automotive,volkswagen polo 1.0 tsi comfortline incl. btw automaat cruis
seat,arona,21999,2019 ,45537.0,Benzine ,Automaat ,Katwijk,Noord-Brabant,Milan Automotive,seat arona 1.0 tsi xcellence automaat acc stoelverwarming ca
ford,puma,24999,2020 ,35356.0,Benzine ,Handgeschakeld ,Katwijk,Noord-Brabant,Milan Automotive,ford puma 1.0 ecoboost hybrid st-line x 155pk incl. btw met
mini,cooper,7500,2009 ,208643.0,Benzine ,Handgeschakeld ,Almere,Flevoland,Vito,mini cooper s cabrio 2009 handgeschakeld volle auto
renault,master,46850,2023 ,30.0,Diesel ,Handgeschakeld ,Arnhem,Gelderland,Vissinga Automotive B.V.,renault master rwd 145 pk bakwagen 440x211x232 (21.5m3)
bmw,x1,19900,2014 ,28500.0,Benzine ,Handgeschakeld ,Kudelstaart,Noord-Holland,p.a muijs,bmw x1 2.0 exe orgineel 28500 km 2014 brons inruil mogelijk
volkswagen,tiguan,27500,2018 ,172000.0,Diesel ,Automaat ,Loosdrecht,Noord-Holland,Largo Automotive,volkswagen tiguan 2.0 tdi | dsg | pano | virtual dash| 150pk
bmw,m,53900,2018 ,97767.0,Benzine ,Automaat ,Nijkerk,Gelderland,Autoplein Nijkerk,bmw 7-serie 740i high exe m pakket laserlight opendak acc 36
volkswagen,golf,5950,2010 ,198898.0,Benzine ,Handgeschakeld ,Amsterdam,Noord-Holland,JustMe,volkswagen golf 6 1.4 tsi highline 5-deurs 90kw zwart 2010
volkswagen,crafter,18700,2015 ,184361.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,volkswagen crafter bestelbus 2.0tdi 164pk l2h2
porsche,cayenne,27900,2010 ,198856.0,Hybride Elektrisch/Benzine ,Automaat ,Nijkerk,Gelderland,Autoplein Nijkerk,porsche cayenne 3.0 s hybrid panodak 21inch lm camera zeer m
bmw,3-serie,8240,2012 ,361390.0,Diesel ,Handgeschakeld ,Nijkerk,Gelderland,Autoplein Nijkerk,bmw 3-serie 318d high exe xenon 18inch opendak grote navi
audi,rsq3,84900,2020 ,22152.0,Benzine ,Automaat ,Nijkerk,Gelderland,Autoplein Nijkerk,audi rsq3 sportback tfsi rs panodak alcantara black optic 21
bmw,x5,37900,2016 ,61900.0,Benzine ,Automaat ,Nijkerk,Gelderland,Autoplein Nijkerk,bmw x5 sdrive 35i panodak leder xenon camera
peugeot,164,414,2018 ,35309.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,peugeot boxer | 35 2.0 hdi 164 pk l2h2 marge gev.stoel/ impe
ford,transit,22700,2018 ,38630.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.0tdci 130pk l3h2 | wit
ford,transit,13900,2017 ,125901.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,ford transit connect 1.5tdci 100pk l1h1 euro6 *rijklaar* air
peugeot,expert,18750,2018 ,109872.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,peugeot expert bestelbus 2.0bluehdi 120pk premium pack |
audi,quattro,52900,2018 ,92191.0,Benzine ,Automaat ,Nijkerk,Gelderland,Autoplein Nijkerk,audi rs3 sportback 2.5 tfsi quattro 400pk panodak rs zetels
audi,q3,24900,2017 ,52393.0,Benzine ,Handgeschakeld ,Nijkerk,Gelderland,Autoplein Nijkerk,audi q3 1.4 tfsi design pro line plus s line panodak matrix
volkswagen,passat,33400,2017 ,111055.0,Benzine ,Automaat ,Nijkerk,Gelderland,Autoplein Nijkerk,volkswagen passat variant 2.0 tsi 4motion highline business
mercedes,sc,64400,2017 ,47423.0,Benzine ,Automaat ,Nijkerk,Gelderland,Autoplein Nijkerk,mercedes-benz c-klasse estate c63 s amg edition 1 ceramic sc
peugeot,164,414,2018 ,35309.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,peugeot boxer | 35 2.0 hdi 164 pk l2h2 marge gev.stoel/ impe
bmw,3-serie,12500,2013 ,284915.0,Diesel ,Automaat ,Tricht,Gelderland,Henry,bmw 3-serie 320d touring m-sport pano. autom. 2013 btw auto!
volkswagen,tiguan,13450,2014 ,157495.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Finalease.nl,volkswagen tiguan 2.0 tdi r-line edition marge airco cruise €263pm
mercedes,sprinter,17500,2017 ,247390.0,Diesel ,Handgeschakeld ,Rotterdam,Zuid-Holland,Arsenius,mercedes-benz sprinter 2.1 d 120kw 2017
bmw,5-serie,38400,2017 ,191545.0,Diesel ,Automaat ,Nijkerk,Gelderland,Autoplein Nijkerk,bmw 5-serie touring 540d xdrive high exe m-sport pano led 36
ram,gls,3450,2006 ,234735.0,Benzine ,Handgeschakeld ,Katwijk,Noord-Brabant,Billy Cars,suzuki swift 1.5 gls / keyless / airco / elec ramen / stoel
bmw,3-serie,23950,2013 ,167054.0,Benzine ,Automaat ,Zaandam,Noord-Holland,Bovag Autobedrijf De Zaan,bmw 3-serie 335i high executive
mercedes,h1,30800,2016 ,9196.0,Diesel ,Automaat ,Heel Nederland,In every province,Action Lease,mercedes-benz sprinter l4 h1 2016 €448 per maand
volkswagen,t3,7750,1981 ,62000.0,Benzine ,Handgeschakeld ,Medemblik,Noord-Holland,clarakoe2011,volkswagen t3 1981 apk 24 -6-2024 ! belastingvrij topstaat !
ford,transit,6500,2010 ,169454.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.2tdci imperiaal | trekhaak | wit
suzuki,splash,4950,2009 ,109707.0,Benzine ,Handgeschakeld ,Sprang-Capelle,Noord-Brabant,Dorota,suzuki splash 2009 groen 1.2 benz.
peugeot,206,900,2001 ,149000.0,Benzine ,Handgeschakeld ,Rotterdam,Zuid-Holland,Hofman,peugeot 206 1.4 x-line 3d 2001 blauw
ford,transit,370,2017 ,136638.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Regeljelease.nl,ford transit custom | 2.0 tdci l1h1 170pk sport dc
opel,vivaro,17600,2017 ,171394.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,opel vivaro bestelbus 1.6cdti 145pk lang sport ecoflex |
volkswagen,crafter,28700,2019 ,90412.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,volkswagen crafter bestelbus 2.0tdi 140pk l3h3 | 3000kg
opel,vivaro,14900,2018 ,177521.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,opel vivaro bestelbus 1.6cdti 125pk sport ecoflex | blauw
mercedes,sprinter,28700,2018 ,179308.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,mercedes-benz sprinter laadklep 314cdi bakwagen+laadklep |
ford,transit,17394,2018 ,137348.0,Diesel ,Handgeschakeld ,Helmond,Noord-Brabant,Van den Hurk Bedrijfswagens B.V.,ford transit custom 2.0 tdci l2h1 trekhaak/ pdc/ cruise/ air
audi,a6,67900,2022 ,15401.0,Benzine ,Automaat ,Heerenveen,Fryslân,Van den Brug Heerenveen,audi a6 avant s-line 45 tfsi 265 pk | led | head-up | trekha
renault,master,21394,2016 ,151006.0,Diesel ,Handgeschakeld ,Helmond,Noord-Brabant,Van den Hurk Bedrijfswagens B.V.,renault master 2.3 dci 165 pk bakwagen/ laadklep/ palfinger/
volkswagen,crafter,31894,2021 ,59957.0,Diesel ,Handgeschakeld ,Helmond,Noord-Brabant,Van den Hurk Bedrijfswagens B.V.,volkswagen crafter 35 2.0 tdi 140 pk l3h3 carplay/ camera/ p
volkswagen,crafter,30394,2018 ,96423.0,Diesel ,Automaat ,Helmond,Noord-Brabant,Van den Hurk Bedrijfswagens B.V.,volkswagen crafter 35 2.0 tdi 140 pk aut. schuifzeil/ open l
volkswagen,t-roc,20900,2018 ,91263.0,Benzine ,Handgeschakeld ,Heerenveen,Fryslân,Van den Brug Heerenveen,volkswagen t-roc 1.0 tsi 115 pk style | led | adaptieve crui
toyota,proace,24894,2021 ,33210.0,Diesel ,Handgeschakeld ,Helmond,Noord-Brabant,Van den Hurk Bedrijfswagens B.V.,toyota proace worker 2.0 d-4d 123 pk l2 cruise/ carplay/ cam
volkswagen,h1,15700,2017 ,181009.0,Diesel ,Automaat ,Heel Nederland,In every province,Action Lease,volkswagen caddy l1 h1 2017 €213 per maand
renault,kangoo,1894,2002 ,333111.0,Diesel ,Handgeschakeld ,Helmond,Noord-Brabant,Van den Hurk Bedrijfswagens B.V.,renault kangoo express 1.9d l2 apk 1-2024 koelwagen/ konvekt
volkswagen,t-cross,27900,2022 ,4489.0,Benzine ,Handgeschakeld ,Heerenveen,Fryslân,Van den Brug Heerenveen,volkswagen t-cross 1.0 tsi 95 pk active | navigatie | stoelv
ford,ranger,796,2021 ,55055.0,Diesel ,Automaat ,Heel Nederland,In every province,Regeljelease.nl,ford ranger | raptor 213 pk 4wd 10 traps aut!
volkswagen,crafter,27900,2018 ,134969.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,volkswagen crafter 35 2.0tdi 177pk l5h3 (oude l4h2) euro6 ai
volkswagen,crafter,28250,2016 ,74418.0,Diesel ,Handgeschakeld ,Heel Nederland,In every province,Finalease.nl,volkswagen crafter 35 2.0 tdi l2h2 koelwagen laadklep airco €465pm
mercedes,sprinter,39900,2018 ,153338.0,Diesel ,Automaat ,Langerak,Drenthe,Van der Wal Vans,mercedes-benz sprinter 319cdi 190pk 3.0l v6 automaat l2h2 ko
fiat,ducato,29900,2021 ,34679.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,fiat ducato 35 2.3multijet 140pk pick up dubbele cabine open
volvo,xc90,5650,2003 ,245159.0,Benzine ,Automaat ,Vaassen,Gelderland,HSV Auto's,volvo xc90 2.9 t6 exclusive awd 7-pers leer aut 2003 grijs
opel,vivaro,21950,2018 ,162285.0,Diesel ,Handgeschakeld ,Emmen,Overijssel,Hans Automotive,opel vivaro 1.6 cdti l2 dc sport airco nav pdc cruise €377pm
renault,trafic,16400,2019 ,127388.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,renault trafic bestelbus 1.6dci l2h1 comfort | wit
opel,vivaro,14900,2018 ,177521.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,opel vivaro bestelbus 1.6cdti 125pk sport ecoflex | blauw
mercedes,sprinter,28700,2018 ,179308.0,Diesel ,Handgeschakeld ,Barneveld,Gelderland,DUTCH Vans,mercedes-benz sprinter laadklep 314cdi bakwagen+laadklep |
renault,master,29900,2019 ,109228.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,renault master 2.3dci 131pk bakwagen + laadklep euro6 airco
opel,vivaro,18600,2019 ,84444.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,opel vivaro 1.6cdti 126pk l2h1 euro6 airco | navigatie | cru
opel,vivaro,21950,2018 ,162285.0,Diesel ,Handgeschakeld ,Emmen,Overijssel,Hans Automotive,opel vivaro 1.6 cdti l2 dc sport airco nav pdc cruise €377pm
mercedes,sprinter,25900,2019 ,90188.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,mercedes-benz sprinter 311cdi l2h2 euro6 airco | cruisecontr
peugeot,208,15600,2020 ,37000.0,Benzine ,Handgeschakeld ,Bergen op Zoom,Noord-Brabant,KRC,peugeot 208 (1.2 benzine) 2020 - 37.000 km (manueel)
mercedes,h3,29900,2009 ,51433.0,Diesel ,Automaat ,Barneveld,Gelderland,Dutchvans.com,mercedes-benz sprinter h3 l4 diesel automaat 2009 grijs
audi,a4,24950,2017 ,104000.0,Benzine ,Automaat ,Eindhoven,Noord-Brabant,À.T,audi a4 avant 1.4 tfsi 150pk s tronic 2017 zwart
peugeot,boxer,28900,2020 ,51664.0,Diesel ,Handgeschakeld ,Langerak,Drenthe,Van der Wal Vans,peugeot boxer 2.2bluehdi 141pk pick up dubbele cabine open l
volkswagen,golf,51499,2021 ,43952.0,Benzine ,Automaat ,Tilburg,Noord-Brabant,Car Store Tilburg,volkswagen golf 8 2.0 tsi r 4motion pano/camera/acc
peugeot,partner,7950,2017 ,189572.0,Diesel ,Handgeschakeld ,Emmen,Overijssel,Hans Automotive,peugeot partner 120 1.6 bluehdi | airco cruise pdc €138pm
